sentence,sentiment
Malam minggu nonton konsernya Afgan serasa ga jomblo (at Kecamatan Gondang) ? https://path.com/p/1jlado ,1
"kalo dia beneran sayang, dia gak akan pergi meninggalkan. apapun alasannya. :)",1
#KonserDariHati abang ganteng @afgansyah_reza ??? ? Terima Kasih Cinta by Afgan ? https://path.com/p/6zN6L ,1
"pelayanan ramah, ac dingin, tapi kesel nya ketika reservasi saya tidak terdaftar di hotel tsb, dan tv hotel yg remotnya tak berfungsi. ditambah penjaga kantin yang tidak memberikan kembalian tnpa berbicara apapun",1
"Aku lagi ngecilin baju HS nih.. kegedean bgt, jadi aku kecilin sndiri aja pake jaitan tangan.. biar hemat dikit wkwk ",1
"Secara keseluruhan tempat nyaman. parkirn juga aman. AC, Wifii, dan air mandi juga lancar. Cuma rada kecewa sama lantai kamarnya bukan keramik dan kamar mandi sdikit kotor di langit2nya. Secara overal klo untuk tinggal sih okee lah",1
Pergi sekolah nak amek result. DAPAT STRAIGHT A! AL AL AL AL ALHAMDULILLAH HIRABILALAMIN! ?,1
Burung-burung gagak membeir hadiah setelah seorang perempuan memberi mereka makan. http://bbc.in/17ABkpE  ,1
"Sekarang waktunya yang sekolah,ujian,kerja ayo lanjutkan aktivitas lagi. Semangat ya :)",1
Antara #tekno | Facebook keluarkan fitur baru untuk cegah bunuh diri http://bit.ly/1BEwGEO  | http://goo.gl/16Qox ,1
"Untuk kebersihan sudah lumayan, AC lumayan dingin tidak seperti pertama kali saya book kamar disini. Sprei juga baru dan bersih, mungkin cuma selimutnya saja yg perlu diganti karna sudah agak buras. Untuk barang dikamar seperti meja atau kelengkapan lain masih agak berdebu dan nampak seperti hotel tua karna perabotnya kelihatan rapuh.",1
#FunFact Moment paling mengharukan saat satu per satu orang terdekat afgan menyerahkan bouquet flowers di #KonserDariHatiAfgan minggu lalu ?,1
"Pilkada Serentak, PDIP tak Mau Andalkan Jokowi http://m.jpnn.com/news.php?id=288614 ? #JPNN #pilkada",1
Antara #tekno | Petani Sungayang kembangkan padi Salibu http://bit.ly/1LPFc3b  | http://goo.gl/16Qox ,1
"Yey ksampean bkin baju GOT7-Yugyeom smpe aksesoris2 nya haha, see you at @kss_event free HTM, lagi ?? ",1
Namun kau takkan sendiri Ku ada di sini Untukmu aku akan bertahan Dalam gelap? ? Untukmu Aku Bertahan by Afgan ? https://path.com/p/36fGA4 ,1
"jangan keseringan pergi ke masa lalu, agar saat masa depan mengetuk pintumu, kau hadir disana untuk menyambutnya",1
DAHSYAT RCTI  LIVE with papsee @RaffiAhmadLagi  Si ganteng yg mirip PitBull haha ?,1
"#B ahagia itu sederhana, ketika hp penuh notif dari doi yang isinya selalu buat senyum senyum sendiri<3 -upit",1
"Menurut hasil penelitian di USA, menepuk dahi selama 30 detik akan mengurangi keinginan untuk makan.",1
Ingin Wajah Mulus Bebas Kerutan? Makan Saja Cokelat Enak Ini http://tinyurl.com/p8f2urb  via @detikfood ,1
"Makan buah pepaya dapat membantu mengatasi Acid Reflux, kondisi dimana asam lambung naik hingga kerongkongan.",1
Sayang anak sayang anak ^^ RT @infobdgFJB: Grosir Baju Anak murah cuma di @freshlife_baby. ,1
"awalnya sy mendapat kamar yg AC nya ga berfungsi dingin. Dan saya komplain ke receptionist, lalu sy dipindahkan ke kamar yg lebih bagus. kamarnya yg baru itu nyaman, bersih, ada cahaya matahari yg buat segar, ada snack, air mineral, peralatan mandi, dsb. saya puas 👍",1
Di Finlandia tidak ada sistem ranking di Sekolah. Mereka percaya bahwa semua murid itu seharusnya ranking 1.,1
"Tolak HAMAS, Langkah Pemerintah Dipuji PDIP http://bit.ly/1KwhWtq  Ikke Putri buat video klip dangdut di Bali http://bit.ly/18aTJuf ",1
"She is precious gift from Allah. Hargai dia sebelum dia pergi. Siapa? ""Your mom.""",1
"#Narasa_nganga :D #hahahaha ? menikmati Somay+Ice Cream+dll di Lapangan Vatulemo, Depan Kantor Walikota Palu. http://fb.me/3hhQPHaXa ",1
Sekretaris Fraksi Demokrat :Keputusan Jokowi Memberikan Kepastian http://kriminalitas.com/news/detail/3260 ?,1
"Proses check in cepat, kamar bersih dan luas,setup airy kurang : snack cuma dibungkus plastik tanpa kotak biru khas airy, bed cover strip biru khas airy tidak ada. Jendela rusak tidsk bisa dikunci, keran wastafel rusak mohon diperbaiki hotel.",1
"..3) Sebelum menandatangani kontrak kerja, pastikan km mmg orang yg teliti spt yg km katakan, jika km mau sukses di kantor tsb #IstilahLoker",1
"Meski gak ikut andil mempertemukan mrk, trnyata si lukisan berjodoh sama Afgan. ? ""Jodoh pasti bertemuu.. Huwoo.."" :D ",1
"Kalo kamu Cinta sama #Taurus , pertahankan dia, karena sekali dia pergi, dia tak akan kembali",1
Tempat nyaman & Receptionist ramah. Hanya saat tengah malam ada tamu telpon didepan receptionist dg pintu pembatas ruangan dibiarkan terbuka oleh petugas malam yg berperawakan kurus shg suara terdengar di kanar. Secara keseluruhan baik.,1
"Menuju pintu msk Soundwave Fest memakai baju dari band lejen..siap"" se hari penuh telinga dibuai oleh? https://instagram.com/p/zoe2kXh7yc/ ",1
Katakan tdk pd selingkuh... Katakan tdk pd mendua... Katakan tdk pd semua... Yang? ? Katakan Tidak by Afgan ? https://path.com/p/1QIWmE ,1
Syahnaz sayang aaraffi? sehat-sehat yagan teng ? @RaffiAhmadLagi ,1
Walau berat jalannya tapi aku bahagia.  Aku disini berdiri karena cinta? ? Semua Karena Cinta by Syahrini ? https://path.com/p/1ImgtW ,1
"#faktasahabat  dia yang rela telat pulang sekolah cuma buat gosip , curhat dan ngobrolin yang gak jelas",1
Tips ganti baju di outdoor utk para cewe2 :)) http://wp.me/p4yuw9-8i ,1
"""@S_AngelJKT48: Tdii aku HandShake pakai baju inii ...hihihii ,akuu sukaa pake baju inii !! Lucu sekali ?? ... """,1
Bahasa Indonesia menjadi salah satu pelajaran utama di setiap sekolah di Australia.,1
Sok sok romantis yakan. Nontonnya afgan ? Demi Kamu dan Aku by Afgan ? https://path.com/p/FfRlM ,1
"""Orang makan yg bersyukur setara dengan orang berpuasa yg bersabar."" (HR Bukhari)",1
cie yang marahan taunya lgsg baikan berpelukan pula ahayde @bangbily @raffiahmadlagi @realsyahnazs,1
Kamar bersih tapi toilet banyak cacingnya,1
"Sahabat itu selama apapun lo minta ditungguin, dia bakal ngeluh tp dia gabakal pergi ninggalin lo.",1
Aksi Jakarta Bersih dimulai 3 Pebruari 2013 @ks_PDIP_Projo @MohammadMakruf @ridwankamil #AksiJakartaBersih #gerakanpungutsampah,1
"Nonton re-run nya konser dari hatinya afgan dr rumah...  Hebat kaaan... gak? (w/ nuii, Anggun, & 2 others) ? https://path.com/p/1mNKA3 ",1
Purwakarta Miliki Kantor Kecamatan Termegah di Jawa Barat - http://SINDOnews.com  http://goo.gl/fb/zPZKjK  #Purwakarta,1
Daftar Mobil Indonesia Paling Ekonomis #JktOtomotif http://ow.ly/JuEGe ,1
"Pak Abu tak kisah pun baju ni warna apa. Yang penting, kamu hendaklah tahu membezakan warna-warna tong kitar semula. ",1
? RT @kiehlsID: Coba deh taruh pot tanaman di sekitar meja kantor. Gak cuma mempercantik ... http://m.tmi.me/1eZxz8 ,1
Gue baru denger sekali ini tapi keren banget afgannya minta di jadiin suami ? ? Knock Me Out by Afgan ? https://path.com/p/3RNg6O ,1
"Udah lengkap ber6, pake koreo kek SMASH 2010, pake baju couple pula.. wuihh, hati SB jedaarrr jedaarrr :v #SMASHatGFIdolJunior",1
'tidak ada manusia yang sempurna tetapi cinta yang membuat kesempurnaan menjadi? ? Untukmu Aku Bertahan by Afgan ? https://path.com/p/2F1Ird ,1
Ich liebe dich??? ? Kamulah Takdirku by Raffi Ahmad & Nagita Slavina (with @YoghiPW) ? https://path.com/p/4v6oal ,1
#Golkar #ARB Surabaya mestinya pertama larang minuman beralkohol http://bit.ly/1vSeujh ,1
"""Doa ibubapa itu lebih kuat dan mustajab, hargailah sementara mereka masih ada."" Ingat, mreka akan pergi tak lama lagi.",1
Demokrat nilai Jokowi beri bukti bukan janji http://wp.me/p4M2r4-9MY ,1
2 bulan Afgan off dari job nyanyi buat nyiapin konser tunggalnya. Ga heran kalo hasilnya seperfect itu ?,1
"fasilitas di dalam kamar melebih ekspektasi dengan harga dibawah seratus ribu. TV, AC, wifi kenceng, dapat sncak pula.minusnya kamar mandi tidak dibersihkan jd ada kerak2 coklat di lantai dan dinding kamar mandi dan bau tidak sedap tercium dari saluran air di kamar mandi.lokasi agak masuk dari jalan raya,tp masih accessible.kemungkinan besar balik lagi apabila ada keperluan di sby.",1
"U/ pelayanan airy mantap, ada free snack box di kamar. U/ hotel kecil, pengap. Butuh pengharum ruangan agar sedikit segar. Lainnya bagus❤️",1
Haihailohaa selamat pagi! Semangat ya hari ini! Have a blessed day.. Lagi dijalan mo ke sekolah! Hahaha jgn lupa sarapan yes ?,1
"RT @DMCDompetDhuafa: Persiapan sekolah ceria dampingi anak korban #kebakaran Rawa Buaya, Jakarta Barat.@Dompet_Dhuafa http://twitter.com/DMCDompetDhuafa/status/570856561414791168/photo/1pic.twitter.com/g0Q6kfIiFl ",1
"4. Masing2 partai itu memiliki figur dominan bak pemegang saham. Di PDIP ada Megawati, di Demokrat ada SBY, dan di Partai Hanura ada Wiranto",1
Ada saatnya dimana kita harus merelakan sesuatu yang kita sayang untuk pergi.. Ya emang sakit! Tapi itu demi kebaikan diri kita sendiri. :),1
kami dapat menyembuhkan penyakit pria http://www.klinikwienarto.com  (0291)3332855 / HP. 08122893709 / PIN 29E22f2f ,1
GOLLLL!!! Makan Konate Persib 2 Vs 0 New Radiant #PersibDay,1
Tapi nampaknya Demokrat akan menang di US. Obama sukses dong?,1
"Persahabatan bukan berarti tak terpisahkan. Sahabat pasti datang dan pergi. Namun meski terpisah, tak ada yang berubah.#NH",1
Di kala lara pergi lah keluar. Semesta seketika itupun akan menghiburmu. Buka mata. Lihat sekitar. Banyak kesenangan diluar sana. ??,1
#TEAMFOLLOWBACK #TFB #alrasyid448ItuRasya Demokrat niai keputusan presiden beri? http://dlvr.it/8dTMlm  ROH3 SmantiBatam #JFB #AutoFollow,1
Buat apalah susah cari kesana kesini sudah didepan mata? ? Kamulah Takdirku by Raffi Ahmad & Nagita Slavina ? https://path.com/p/1IctLX ,1
"Tweeps, ingin tahu manfaat yang bisa Anda dapatkan saat makan ubi jalar? Baca artikelnya di sini -> http://bit.ly/1xTW0lS ",1
Berikut Ini 12 Kategori Mobil Terbaik di 2015 http://dlvr.it/8lsjCt  ,1
HWD deary and Momo....  semoga jd keluarga sakinah mawadah? (w/ Deary at Gedung Golkar Jl.Maskumambang Bandung) ? https://path.com/p/4lfiQe ,1
"wifi kenceng, kamar luas, ac bagus, tp kamar mandi agak kotor, makanannya enak dan harga terjangkau, tempat makan juga banyak sekitar hotel ,akses kemana -mana sekitar kota dekat,thanks airyroom👍",1
"kamar nyaman, bersih, aman. pelayanan sangat baik dan ramah. minus hanya AC lama dinginnya. all perfect",1
"Setiap yang pergi, Tuhan pasti menggantikannya dengan kebahagiaan yang baru. Entah apa.",1
"bersih dan nyaman, servis bagus.... tapi internet lemot. ",1
Karena kini kutlah jatuh cinta ? Pesan Cinta by Afgan ? https://path.com/p/2P6ibw ,1
Syukur dan ikhlas adalah kunci bahagia. Menghargai apa yg diterima dan merelakan apa yg harus pergi,1
"Selalu ada kekhawatiran terhadap cewek yg ditinggal pergi sama cowoknya, dalam hati ngomong ""Dia lagi apa ya? Sama siapa? jaga dia Tuhan"".",1
"Kemanapun #Pisces pergi atau jauh dari orang2 yang dia sayang, hatinya akan tetap dan tidak akan pindah ke lain hati.",1
"nyaman, bersih, tv aja yang kurang bagus ga ada yg bisa ditonton dgn jelas. ac dingin.",1
"Aku bersukacita, ketika dikatakan orang kepadaku: ""Mari kita pergi ke rumah TUHAN."" - Mazmur 122:1 #SelamatBeribadah",1
Janji Suci Raffi Dan Gigi 20 Februari 2015 Part 4 End - Raffi ahmad Bahagia & Terharu Banget Dapat: http://youtu.be/T_WwBC63-j8?a  via,1
Sejak kapan malam minggu harus pergi? Sejak aku sayang kamu.,1
Gigi ngelihat aa raffi dengan senyuman yg paling dalam  @Lady6igi @RaffiAhmadLagi,1
Bidang Perempuan Golkar Makassar Dibekali Ilmu Keprotokoleran : http://fajar.co.id/fajaronline-sulsel/2015/02/21/bidang-perempuan-golkar-makassar-dibekali-ilmu-keprotokoleran.html ?,1
"Ke mana sahaja ku pergi, ALLAH S.W.T. kan selalu di hati. . .kerana aku adalah hamba Nya. . . #johanarrif ",1
Terimakasih cinta untuk selaganya~?? ? Terima Kasih Cinta by Afgan (at @mymagnumid) ? https://path.com/p/1mODkc ,1
"15. Ali RA menjawab, ""Ya, aku memang memiliki baju besi, akan tetapi harganya tidak lebih dari empat ratus dirham.""",1
KEMERIAHAN MENYAMBUT HUT BASARNAS KE 43  DI KANTOR SAR JAMBI   Jambi ? Dalam rangka memeriahkan HUT Basarnas yang... http://fb.me/3PZrgytKB ,1
"Kangen NaBil @RealSyahnazS @bangbily RaGa @RaffiAhmadLagi @OlgaSyahputra82 satu acara, mesra2an & bongkar2an Ya Allah ",1
"Doa utk orang yg mberi makan: Ya Allah! Berilah berkah apa yg Engkau rezekikan kpd mrk, ampunilah & belas kasihanilah mrk {HR: Muslim}",1
"Setiap kali HP aku bunyi, aku selalu berharap itu dari kamu. :)?",1
Belum pernah sedekat ini wawancara dgn Afgan Syahreza. #UpdateBlog @UpdateBlog http://shar.es/1WAN1b  via @sharethis,1
Dulu masa first pergi award show amatlah malas nak pikir baju. Skrg dah jd excited plak. Pasal dpt gak merasa pakai suit. Mine is nice!,1
"Cewek itu cuma mau dia dijadiin berharga dimata cowoknya, bisa selalu ngejaga dia dan mau nemenin dia kemanapun dia pergi. :')",1
"Udah kek kondangan raffi ahmad nagita slavina ,,dkasi sragam ni kita ??? Thank? (w/ Sri, Wida, & 7 others) [pic] ? https://path.com/p/41636L ",1
"#News Dapat Bonus Raja Rp 384 Triliun, Warga Arab Saudi Ganti HP Hingga Kawin Lagi http://dlvr.it/8jpJWZ  #Assadiqulhaq",1
"Kawan, Ibu and ayah kau pergi bukan bermakna dia tinggalkan kau Tetapi, Allah sayangkan mereka. Sayang mereka? Jadi org baik Doakn mereka",1
"#SoloBerbicara Bikin Video ?Seperti Itu? di Tempat Panas, Syahrini Puas http://bit.ly/1LoBnnw ",1
"tempatnya bersih,snack sabun dapat.tempatnya gampang ditemukan.air toiletnya bau.kalau air mandi tidak bau.",1
"Kamar bersih,  rapih,  tapi kamar mandi suka bau tiba tiba.  Semoga kedepannya lebih baik.  Over all Oke ",1
[Nasional] Diskon - Madu Diet - Diet / Langsing dengan Cepat dan Aman 2 botol hanya Rp... http://gpon.co/wsoxx  ,1
"Gokiiil??@VIVAnews: RT @VIVA_log: Tas Hermes Rp1,5 Miliar Dipakai Belanja Sayur oleh Syahrini http://dlvr.it/8fs9jm  ?",1
"Setelah Program Satu Hari Satu Juz, Kabupaten Bangka Akan Gulirkan Program Bahasa Arab di Sekolah http://fb.me/2QTiOkX1w ",1
"Solusi Mmbuat Baju 1pcs Dgn Gambar Sesuka Hati, Bawa Desain/Gambar Yg Diinginkan-Kami Wujudkan Jd Baju Impian  t",1
Raffi Ahmad Jual Mobil Sport Mewah Demi Nagita Slavina?: http://youtu.be/VxOFdmsWYcs  lewat @YouTube,1
Kamarnya rapih & lumayan bersih Yang paling memuaskan pelayanan ramah Handuk bersih & wangi Dengan catatan beberapa bantal sudah terlihat agak kotor & ada yg agak bau Sisanya sangat murah & terjangkau Sangat recomended bagi org yg budgetnya terbatas,1
"Ivan said ""Jadilah kisah ini abadi kamulah? ? Kamulah Takdirku by Raffi Ahmad & Nagita Slavina ? https://path.com/p/2jlXXK ",1
ini buat yang penasaran baju aku di sesi 1 tadi... pinkpinkkk gituuu? terimakasih ya yang handshake tadiii?? seruuuu~ ,1
RT @DeyanaIdhamR: Belajar di alam itu bisa memperkaya pengetahuan yang tidak kita dapat dari bangku sekolah.. ,1
Jodoh Pasti Bertemu by Afgan ? https://path.com/p/P9deN ,1
"Jangan Khawatir Gemuk Karena Banyak Makan, Ini Dia Informasinya #JktHealth http://ow.ly/JyZHf ",1
"...buat apalah susah cari kesana kesini, sudah didepan mata? ? Kamulah Takdirku by Raffi Ahmad & Nagita Slavina ? https://path.com/p/1Lx6BE ",1
Jumpa Fans di Ulang Tahun Raffi Ahmad - Nagita Slavina http://www.youtube.com/watch?v=EBmcbwBvbNg&sns=tw ? ? via @youtube,1
"Di Los Angeles, ada sebuah sekolah yang memberi fasilitas gadget tablet untuk  600.000 siswanya guna mendukung proses pembelajaran",1
"kebersihan kamar hotel baik, ac nya dingin, tempat tidur & selimut spreinya bersih dan nyaman. tapi, kamar mandinya krg bersih, wastafelnya mampet, untung ada air hangat buat mandi. keamanan hotel bagus, tempat parkir luas",1
Selamat pagiii aku seneng deh liat ini @RaffiAhmadLagi @Lady6igi @ruben_onsu @sarwendah29 smg lancar persalinanx nnti ,1
perempatan2 djaga petugas. ketemu patroli bermotor. ketemu mobil patroli. terima kasih respon pihak keamanan. semoga segera #MakassarNyaman,1
"""Cewek"" Bangun pagi - mata belum melek - fokus nyari hp - ngeliat socmed, sms, bbm dll - berharap ada kata manis dari orang yg disayang.",1
Dua Kader Golkar Dinilai Layak Gubernur Kalsel http://goo.gl/fb/TpCLj8 ,1
"Antara #tekno | Bos Snapchat lirik musik sebagai 'kesempatan"" http://bit.ly/1BcEnlp  | http://goo.gl/16Qox ",1
Ternyata Ini Rahasia Sehat Tanpa Makan Nasi: Pola makan yang dijalani Lena tersebut sebenarnya telah lama menj... http://bit.ly/1LUZrN7 ,1
"Selalu ada yg datang dan pergi dikehidupan ini, yg terbaik itu adalah mereka yg datang dan selalu ada buat lo, jangan disia-siain :)",1
"Macam mana atok kenal opah? ""Kat Twitter."" ""Opah kau buat lawak pergi pasar nak cari apam, apam balik."" ""Saat tu atok tau she's the one.?",1
"Kutes dulu suaraku, siapa tau baguspih dari apgang ? Untukmu Aku Bertahan by Afgan ? https://path.com/p/2W4uxp ",1
"Kebetulan kantor sedang libur Imlek, saat yang tepat untuk ngelakuin hal kecil sebagai bentuk? (w/ Vivien) [pic] ? https://path.com/p/4jm49v ",1
Fraksi partai Demokrat mengucapkan selamat tahun baru imlek 2566/2015 @didiemukri http://youtu.be/PU_XQUQiA7A ,1
Mobil Indonesia Paling Ekonomis 2015 #JktOtomotif http://ow.ly/JCESj ,1
Gue percaya banget pemilihan stasiun radio itu personal. Kalau naik mobil orang pasti jarang yg minta gantiin stasiun,1
Poros Muda Golkar Nilai Jokowi Bisa Kendalikan Situasi Saat Ini http://brt.st/4toF ,1
"""Sembahlah Ar Rahman, sebarkan salam, dan berilah makan org lain, maka kalian akan masuk surga."" [HR Tirmidzi]",1
"kamar bersih,  ac gak kurang dingin.. so far so good 👍",1
Beritasatu: Poros Muda Golkar Nilai Jokowi Bisa Kendalikan Situasi Saat Ini  http://goo.gl/AZBz3s ,1
"Masa SMA adalah masa sekolah yang paling menyenangkan, di mana kita bisa mengenal cinta dan persahabatan.",1
Kamu pencinta mobil tamiya? #SapaIndonesia pagi ini kedatangan Komunitas Tamiya! Ayo nonton skrg https://www.youtube.com/watch?v=u1cusoD1zcM ?,1
@afgansyah_reza ... http://www.wowkeren.com/berita/tampil/00067822.html ? sy doakan mimpi afgan utk go international akan tercapai suatu hari nanti.. Amin... @MY_Afgan,1
Happy birth day buat kesekian kalinya ya @RaffiAhmadLagi @Lady6igi wish u all the best #janjisuciRANS,1
"Happy Wedding R&N ?? ? Kamulah Takdirku by Raffi Ahmad & Nagita Slavina (w/ Dian, Maghfirah, & 3 others) ? https://path.com/p/igM8z ",1
"Belajar tutup aurat sikit sikit. Mula mula pakai handsock, pakai stoking, jaga solat. Cuba istiqamah dan labuhkan tudung, besarkan baju ?",1
"""@rifai_rifaiplc: @PrincesSyahrini cetaarrr bget yg ini waw @Official_SYR @BarbieSyahrini @Pr1ncesSyahrini """,1
"cc @RaffiAhmadLagi & @Lady6igi ""@melly_goeslaw: Makasiiih ya td malam udah hadir di 40 hariannya mama ?? http://instagram.com/p/zT2KmhAx_4/ """,1
"Percayalh,klau kita pelihara niat dlm hati. Smua yg burok akan mati. Walaupun ia akan dtg kembali. Lu saka pergi jauh jauh! #infinitiQ",1
"Dapat Bonus Raja Rp 384 Triliun, Warga Arab Saudi Ganti HP Hingga Kawin Lagi http://tinyurl.com/oem5tvp ",1
"kamar bagus,bersih, wifi lancar, cuma siaran tv yg gak ada",1
"Nyaman dan bersih, pelayanan baik, tp channel TV cuman ada 8 dan exhaust fan kamar mandi ga nyala, mohon ditingkatkan",1
"Amiin.""@rahmatiqbal: @demokrat_medan @MedanBangkit  jaya demokrat medan.ramadhan pohan menang...salam masyarakat medan""",1
"""Mcm mana atuk kenal opah?"" ""Kat tandas"" ""Masatu atuk pergi tandas, atuk nampak opah masuk tandas lelaki"" ""Saat itu atuk tahu she's the one""",1
Kamarnya bersih dan rapi. Kamar mandinya Lumayan. Makanan juga enak2 dan murah. tapi sayang wifinya lemot. thx,1
Seorang bocah perempuan mendapat hadiah dari burung-burung gagak yang dia beri makan. http://bbc.in/1DsR89k  ,1
Antara #tekno | Kopi kurangi risiko terserang multiple sclerosis http://bit.ly/1BHg7bi  | http://goo.gl/16Qox ,1
"Hadapi Pilkada Serentak, PDIP Tidak Lagi Manfaatkan Jokowi Effect: PDIP sudah menekankan kepada setiap kaderny... http://bit.ly/1vSdAmF ",1
"Cing, konon katanya kantor Lego kayak gini.. lucu ya (with Felix) [pic] ? https://path.com/p/DVBQ9 ",1
#Terkini Charles Honoris Siap Perjuangkan Kebebasan Beragama http://bit.ly/1KwfyTv  #newsShell says no agreement? http://dlvr.it/8ftGxX ,1
Tidak ada pembatasan untuk kode pakaian yang tepat di kantor Google.,1
"Katun, Bahan Baju Terbaik untuk Anak http://bitly.com/1at9cXi ",1
[Nasional] Diskon - Cincin perak motif naga Rp 300.000 http://gpon.co/vfe72  ,1
Jangan lupa makan timun setelah makan makanan panggang / bakar. Krena timun bisa menjadi penawar bagi zat karsinogen hasil pembakaran arang.,1
"Saat Gigi teriak, kaca2 di gudang sekolah semuanya pecah!! AMAZING!!  #CantikCantikMagic ",1
"Honda Civic Type R, Salah Satu Mobil FWD Tercepat di Dunia: Honda menjanjikan sesuatu yang lebih di gelaran Ge... http://bit.ly/19OZlLb ",1
"scr keseluruhan sudah baik, kamar bagus dan bersih, pelayanan jg memuaskan, yg perlu diperbaiki fasilitas air panas krn di kamar yg sy tempati tdk berfungsi sbg mana mestinya. terima kasih Airy Room. ",1
"Tolak HAMAS, Langkah Pemerintah Dipuji PDIP http://bit.ly/1KwhWtq  Menag imbau umat Islam ikuti pandangan mayor... http://bit.ly/1AXKYQv ",1
Seorang pria pergi ke kamar mandi umum cuma untuk satu alasan. Namun wanita menggunakan kamar mandi sebagai ruang terapi & pertemuan sosial.,1
Bahagiakan dia selagi dia masih menjadi milikmu. Jangan menyesal ketika ia pergi nanti dan kamu belum sempat membahagiakannya.,1
"Jangan fokus pada apa yang telah pergi. Fokus pada apa yang dapat kamu lakukan untuk membuat hidupmu lebih baik.""",1
"Pelayanannya oke kok. Cuman agak kecewa aja waktu masuk kamarnya agak bau, ternyata sumber baunya dari bed covernya. Besoknya minta ganti langsung diganti kok :) thanks ya!",1
Komunitas motor ini dukung rute aman selamat sekolah di Bantaeng - Berita Bulukumba http://goo.gl/fb/tr4cN2  #Bantaeng,1
"sangat menyenangkan sekali.... kamarnya nyaman, rapih, bersih dan over all sangat bagus. cocok buat refresh pikiran saat liburan meninggalkan beban kerjaan yg berat... layanan trhadap plangganpun sangat baik. hanya 1 aja usulan dari saya klo bisa di dlm ruangan ada pngharum ruangan biar lebih berasa sempurna :) over all very2 good",1
Makan kacang setiap hari dapat cegah alergi via http://ngi.cc/n4N3 ,1
Suka makan durian? Wajib ikut festival durian di Semarang! http://ow.ly/JFr7p ,1
Gathering kantor mami tercinta ????? (with Family at @puncakpass) ? https://path.com/p/1sc0qs ,1
"RT @SuperMomsky: Bday bash bumil cantik.. Sehat trs yah bumil cantik.. Aamiin @Lady6igi @RaffiAhmadLagi http://twitter.com/SuperMomsky/status/567732054175928320/photo/1pic.twitter.com/wUE5hYa7sa """,1
pengobatan Hemia Sembuh Total http://www.klinikwienarto.com  (0291)3332855 / HP. 08122893709 / PIN 29E22f2f ,1
widih kak @rezky_fjsi kerwn bgttt..apa lg sma mobil merahnya ini..makin cool...kak @citraciki jga cantik.... ,1
Demokrat nilai keputusan presiden beri kepastian http://wp.me/p3qn90-9kk ,1
